Duration..in.seconds.,RecordedDate,LocationLatitude,LocationLongitude,class_baseline,personality_baseline,grade_baseline,class,gender_p,class_p,personality_p,grade_p,personality,grade,Treatment
128,2019-12-05 17:53:31,42.297393798828125,-71.07219696044922,Graduates,Logical,B+(3.25-3.5),Junior,Male,Graduates,Logical,B(3.0-3.25),Logical,A-(3.5-3.75),TRUE
54,2019-12-05 18:27:07,40.7467041015625,-74.057403564453125,Freshman,Emotional,B(3.0-3.25),Freshman,Male,PhD,Logical,B+(3.25-3.5),Logical,B+(3.25-3.5),TRUE
102,2019-12-05 18:40:51,32.06170654296875,118.77780151367188,Junior,Emotional,B+(3.25-3.5),Sophomore,Male,Other,Prefer not to say,B+(3.25-3.5),Emotional,A-(3.5-3.75),TRUE
132,2019-12-05 19:01:27,43.11279296875,-77.4906005859375,Senior,Emotional,B+(3.25-3.5),Junior,Male,Other,Logical,B-(2.75-3.0),Logical,A-(3.5-3.75),TRUE
60,2019-12-05 19:08:29,41.848297119140625,-87.651702880859375,Senior,Emotional,A-(3.5-3.75),Sophomore,Female,Graduates,Prefer not to say,A(3.75-4.0),Logical,A-(3.5-3.75),TRUE
106,2019-12-05 19:12:36,39.95869445800781,-82.99870300292969,Graduates,Emotional,B+(3.25-3.5),Junior,Female,Graduates,Logical,A-(3.5-3.75),Logical,B+(3.25-3.5),TRUE
156,2019-12-05 19:14:33,31.304092407226562,120.59539794921875,Graduates,Logical,A-(3.5-3.75),Senior,Male,Other,Emotional,B(3.0-3.25),Logical,A(3.75-4.0),TRUE
103,2019-12-05 19:15:13,43.8800048828125,125.32281494140625,Graduates,Logical,A-(3.5-3.75),Graduates,Female,Graduates,Prefer not to say,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
113,2019-12-05 19:20:02,31.044906616210938,121.40121459960938,Graduates,Logical,B+(3.25-3.5),Junior,Female,Graduates,Emotional,B+(3.25-3.5),Logical,A-(3.5-3.75),TRUE
47,2019-12-05 19:25:10,41.718505859375,-93.5645980834961,Senior,Logical,B+(3.25-3.5),Sophomore,Female,Graduates,Emotional,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
89,2019-12-05 19:33:30,31.044906616210938,121.40121459960938,Sophomore,Emotional,A-(3.5-3.75),Freshman,Female,Senior,Prefer not to say,B+(3.25-3.5),Logical,A-(3.5-3.75),TRUE
56,2019-12-05 19:34:39,33.808807373046875,-84.28150177001953,Graduates,Emotional,B+(3.25-3.5),PhD,Prefer not to say,Graduates,Emotional,B+(3.25-3.5),Logical,A(3.75-4.0),TRUE
94,2019-12-05 19:34:53,33.85130310058594,-84.28700256347656,Graduates,Emotional,B+(3.25-3.5),Graduates,Female,Graduates,Emotional,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
86,2019-12-05 19:49:02,39.142303466796875,117.172607421875,PhD,Logical,A(3.75-4.0),Junior,Female,Graduates,Prefer not to say,B+(3.25-3.5),Logical,A-(3.5-3.75),TRUE
49,2019-12-05 19:51:48,33.794097900390625,-84.32499694824219,Junior,Logical,A-(3.5-3.75),Sophomore,Male,Graduates,Logical,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
272,2019-12-05 20:06:01,31.044906616210938,121.40121459960938,Graduates,Logical,A-(3.5-3.75),Graduates,Female,Graduates,Logical,B(3.0-3.25),Logical,A(3.75-4.0),TRUE
117,2019-12-05 20:15:37,42.03729248046875,-93.60050201416016,Graduates,Logical,A-(3.5-3.75),PhD,Male,Graduates,Logical,A(3.75-4.0),Logical,A(3.75-4.0),TRUE
65,2019-12-05 20:19:15,42.356201171875,-71.06310272216797,Junior,Logical,A-(3.5-3.75),Sophomore,Male,Sophomore,Prefer not to say,Prefer not to say,Logical,A(3.75-4.0),TRUE
204,2019-12-05 20:35:42,39.928802490234375,116.38888549804688,Freshman,Emotional,A-(3.5-3.75),Junior,Female,Freshman,Logical,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
157,2019-12-05 20:42:18,30.29400634765625,120.16189575195312,PhD,Emotional,A-(3.5-3.75),Graduates,Female,Junior,Prefer not to say,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
17896,2019-12-05 20:48:27,42.3634033203125,-71.07129669189453,Graduates,Emotional,B+(3.25-3.5),Graduates,Female,Graduates,Emotional,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
131,2019-12-05 20:49:30,31.304092407226562,120.59539794921875,Sophomore,Emotional,B+(3.25-3.5),Graduates,Female,Sophomore,Logical,A(3.75-4.0),Logical,A-(3.5-3.75),TRUE
73,2019-12-05 21:12:11,42.37249755859375,-71.181396484375,Graduates,Logical,B(3.0-3.25),PhD,Male,Other,Prefer not to say,B-(2.75-3.0),Logical,A(3.75-4.0),TRUE
136,2019-12-05 21:34:28,32.06170654296875,118.77780151367188,Graduates,Logical,A(3.75-4.0),Senior,Male,Graduates,Prefer not to say,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
71,2019-12-06 00:20:04,42.34739685058594,-71.158203125,Senior,Logical,B+(3.25-3.5),Junior,Female,Graduates,Logical,B(3.0-3.25),Logical,A-(3.5-3.75),TRUE
86,2019-12-06 01:11:48,51.50419616699219,-0.2198944091796875,Freshman,Logical,B+(3.25-3.5),Junior,Female,Freshman,Logical,A-(3.5-3.75),Emotional,A-(3.5-3.75),TRUE
65,2019-12-06 02:21:14,53.79649353027344,-1.5478057861328125,Senior,Logical,A-(3.5-3.75),Freshman,Female,Graduates,Logical,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
88,2019-12-06 02:43:12,31.044906616210938,121.40121459960938,Senior,Emotional,A-(3.5-3.75),Junior,Female,Graduates,Emotional,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
92,2019-12-06 04:03:36,49.03509521484375,2.07550048828125,Freshman,Emotional,B+(3.25-3.5),Freshman,Female,Graduates,Emotional,B+(3.25-3.5),Logical,B+(3.25-3.5),TRUE
63,2019-12-06 04:22:12,31.304092407226562,120.59539794921875,Junior,Emotional,A-(3.5-3.75),Graduates,Female,Sophomore,Emotional,A(3.75-4.0),Logical,A(3.75-4.0),TRUE
76,2019-12-06 04:32:36,30.29400634765625,120.16189575195312,Graduates,Emotional,A-(3.5-3.75),Graduates,Female,Senior,Emotional,B+(3.25-3.5),Logical,A(3.75-4.0),TRUE
59,2019-12-06 05:06:26,42.35130310058594,-71.13700103759766,Junior,Logical,A(3.75-4.0),Graduates,Female,Graduates,Logical,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
56,2019-12-06 05:43:21,31.304092407226562,120.59539794921875,Sophomore,Logical,A-(3.5-3.75),Freshman,Male,Senior,Prefer not to say,B+(3.25-3.5),Logical,B+(3.25-3.5),TRUE
62,2019-12-06 06:00:48,22.2908935546875,114.14999389648438,Freshman,Logical,A-(3.5-3.75),Senior,Female,Graduates,Emotional,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
105,2019-12-06 06:19:18,48.85820007324219,2.3386993408203125,Graduates,Logical,A-(3.5-3.75),Freshman,Male,Sophomore,Logical,B+(3.25-3.5),Logical,A-(3.5-3.75),TRUE
53,2019-12-06 08:41:45,42.46519470214844,-83.37129974365234,Graduates,Logical,A(3.75-4.0),PhD,Male,Graduates,Logical,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
145,2019-12-06 09:17:39,42.42799377441406,-71.061798095703125,Junior,Emotional,A-(3.5-3.75),Sophomore,Female,Graduates,Emotional,A-(3.5-3.75),Emotional,A-(3.5-3.75),TRUE
72,2019-12-06 10:31:22,38.77409362792969,-77.2385025024414,Sophomore,Logical,A-(3.5-3.75),Graduates,Female,Graduates,Prefer not to say,B+(3.25-3.5),Logical,A-(3.5-3.75),TRUE
43,2019-12-06 10:56:49,42.346405029296875,-71.097503662109375,Graduates,Logical,A(3.75-4.0),Sophomore,Female,Graduates,Emotional,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
116,2019-12-06 11:09:03,42.297393798828125,-71.07219696044922,Graduates,Logical,A-(3.5-3.75),PhD,Female,Sophomore,Logical,A(3.75-4.0),Logical,A(3.75-4.0),TRUE
61,2019-12-06 11:37:33,42.31199645996094,-71.10810089111328,Graduates,Emotional,A-(3.5-3.75),Sophomore,Male,Graduates,Emotional,B(3.0-3.25),Emotional,B+(3.25-3.5),TRUE
62,2019-12-06 12:23:38,42.346405029296875,-71.097503662109375,Junior,Emotional,B+(3.25-3.5),Senior,Female,Graduates,Prefer not to say,Prefer not to say,Emotional,A-(3.5-3.75),TRUE
96,2019-12-06 12:29:47,42.346405029296875,-71.097503662109375,Junior,Logical,B+(3.25-3.5),Sophomore,Female,Graduates,Emotional,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
61,2019-12-06 12:49:06,42.346405029296875,-71.097503662109375,Senior,Logical,B(3.0-3.25),Senior,Male,Graduates,Logical,A(3.75-4.0),Logical,B(3.0-3.25),TRUE
62,2019-12-06 13:50:33,42.346405029296875,-71.097503662109375,Junior,Logical,A-(3.5-3.75),Sophomore,Male,Graduates,Logical,B+(3.25-3.5),Emotional,B+(3.25-3.5),TRUE
7717,2019-12-06 14:20:01,41.848297119140625,-87.651702880859375,Junior,Logical,B+(3.25-3.5),Sophomore,Male,PhD,Logical,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
72,2019-12-06 14:39:23,42.32679748535156,-71.13410186767578,Graduates,Logical,A-(3.5-3.75),Senior,Female,Graduates,Emotional,B+(3.25-3.5),Logical,A(3.75-4.0),TRUE
157,2019-12-06 21:45:11,23.030807495117188,113.7174072265625,Graduates,Emotional,B+(3.25-3.5),Senior,Female,Senior,Prefer not to say,C(2.25-2.5),Logical,A-(3.5-3.75),TRUE
89,2019-12-06 21:47:50,23.030807495117188,113.7174072265625,Senior,Logical,A-(3.5-3.75),Junior,Female,Graduates,Emotional,B-(2.75-3.0),Logical,A(3.75-4.0),TRUE
98,2019-12-07 13:24:22,21.497100830078125,-158.04190063476562,Senior,Logical,A(3.75-4.0),Graduates,Male,Other,Prefer not to say,B(3.0-3.25),Logical,A(3.75-4.0),TRUE
88,2019-12-07 13:25:37,42.34739685058594,-71.158203125,Graduates,Logical,B(3.0-3.25),Sophomore,Female,Senior,Emotional,A(3.75-4.0),Logical,A(3.75-4.0),TRUE
40,2019-12-07 13:33:27,40.104705810546875,-88.2061996459961,Junior,Logical,B+(3.25-3.5),Junior,Female,Graduates,Logical,A(3.75-4.0),Logical,A-(3.5-3.75),TRUE
52,2019-12-07 13:43:31,42.46519470214844,-83.37129974365234,Graduates,Logical,A-(3.5-3.75),Graduates,Female,Senior,Logical,Prefer not to say,Logical,A(3.75-4.0),TRUE
70,2019-12-07 13:47:41,34.0469970703125,-118.2750015258789,Junior,Logical,A(3.75-4.0),Senior,Female,Junior,Emotional,A(3.75-4.0),Emotional,A(3.75-4.0),TRUE
89,2019-12-07 13:52:22,42.03729248046875,-93.60050201416016,Graduates,Logical,A-(3.5-3.75),Graduates,Female,Senior,Prefer not to say,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
117,2019-12-07 13:52:44,51.51609802246094,0.0583953857421875,Junior,Emotional,B+(3.25-3.5),Freshman,Female,Graduates,Emotional,B+(3.25-3.5),Logical,B+(3.25-3.5),TRUE
49,2019-12-07 13:54:14,39.13969421386719,-86.51409912109375,Junior,Logical,A(3.75-4.0),Senior,Female,Sophomore,Emotional,A(3.75-4.0),Logical,A(3.75-4.0),TRUE
54,2019-12-07 13:57:32,42.246307373046875,-70.99720001220703,Junior,Emotional,B(3.0-3.25),Junior,Male,Graduates,Logical,A-(3.5-3.75),Logical,A-(3.5-3.75),TRUE
94,2019-12-07 14:04:22,42.246307373046875,-70.99720001220703,Graduates,Logical,B+(3.25-3.5),Graduates,Male,Senior,Logical,B-(2.75-3.0),Logical,B+(3.25-3.5),TRUE
40,2019-12-07 14:14:27,41.83070373535156,-71.39820098876953,Junior,Emotional,A-(3.5-3.75),Senior,Prefer not to say,Graduates,Emotional,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
132,2019-12-07 14:24:58,42.05140686035156,-93.69080352783203,Senior,Logical,B+(3.25-3.5),Sophomore,Male,PhD,Logical,A(3.75-4.0),Logical,A-(3.5-3.75),TRUE
262,2019-12-07 15:08:09,42.94099426269531,-88.05030059814453,Graduates,Emotional,A(3.75-4.0),Graduates,Male,Graduates,Logical,A(3.75-4.0),Logical,A(3.75-4.0),TRUE
104,2019-12-07 15:09:37,42.03729248046875,-93.60050201416016,PhD,Logical,A-(3.5-3.75),PhD,Male,Junior,Emotional,B(3.0-3.25),Logical,A-(3.5-3.75),TRUE
43,2019-12-07 15:32:26,42.03599548339844,-93.46520233154297,Graduates,Logical,A(3.75-4.0),Senior,Female,Senior,Logical,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
142,2019-12-07 16:04:45,3.0832977294921875,101.64999389648438,Graduates,Logical,A-(3.5-3.75),Senior,Male,Graduates,Logical,A(3.75-4.0),Logical,A(3.75-4.0),TRUE
339,2019-12-07 16:41:22,47.80220031738281,-122.28599548339844,Sophomore,Logical,A-(3.5-3.75),Junior,Male,Junior,Logical,B(3.0-3.25),Logical,A(3.75-4.0),TRUE
86,2019-12-07 19:21:32,42.34269714355469,-71.09220123291016,Graduates,Emotional,A-(3.5-3.75),Graduates,Female,Graduates,Emotional,A-(3.5-3.75),Logical,A(3.75-4.0),TRUE
39,2019-12-07 20:02:54,42.35130310058594,-71.13700103759766,PhD,Emotional,Below C-(<2.0),PhD,Prefer not to say,PhD,Logical,A(3.75-4.0),Emotional,C-(2.0-2.25),TRUE
126,2019-12-09 05:36:32,42.34739685058594,-71.158203125,Graduates,Logical,B+(3.25-3.5),Freshman,Female,Graduates,Logical,A-(3.5-3.75),Emotional,B+(3.25-3.5),TRUE
